external_gene_name	Description_Ensembl	UniprotAcc
BnaCnng46880D	BnaCnng46880D protein	A0A078JJ75
BnaCnng46910D	BnaCnng46910D protein	A0A078JG04
BnaCnng46890D	BnaCnng46890D protein	A0A078JCP5
BnaAnng07710D	BnaAnng07710D protein	A0A078I7C2
BnaA09g14630D	BnaA09g14630D protein	A0A078ID69
BnaA09g14720D	BnaA09g14720D protein	A0A078IFP4
BnaA09g14650D	BnaA09g14650D protein	A0A078IIA7
BnaA09g14680D	BnaA09g14680D protein	A0A078ID65
BnaA09g14710D	BnaA09g14710D protein	A0A078IFR1
BnaA09g14670D	BnaA09g14670D protein	A0A078IFP9
BnaA09g14730D	Protein DETOXIFICATION	A0A078ID61
BnaA09g14700D	Amino acid permease 1-2	A0A078IIA1
BnaA09g14610D	BnaA09g14610D protein	A0A078IFS0
BnaA09g14620D	BnaA09g14620D protein	A0A078IFQ5
BnaA09g14690D	BnaA09g14690D protein	A0A078IHF5
BnaA09g14640D	BnaA09g14640D protein	A0A078IHH2
BnaA09g14660D	BnaA09g14660D protein	A0A078IFR7
BnaCnng64500D	BnaCnng64500D protein (Fragment)	A0A078JS03
BnaAnng24080D	BnaAnng24080D protein	A0A078JNQ3
BnaCnng48550D	BnaCnng48550D protein	A0A078JIY2
BnaCnng48560D	BnaCnng48560D protein	A0A078JK69
BnaC02g16920D	BnaC02g16920D protein	A0A078IHX6
BnaC02g17010D	BnaC02g17010D protein	A0A078IMI9
BnaC02g16990D	BnaC02g16990D protein	A0A078IL21
BnaC02g17000D	BnaC02g17000D protein	A0A078INH3
BnaC02g16950D	BnaC02g16950D protein	A0A078INH0
BnaC02g17020D	BnaC02g17020D protein	A0A078IHY4
BnaC02g16980D	BnaC02g16980D protein	A0A078IKS6
BnaC02g16850D	BnaC02g16850D protein	A0A078ING6
BnaC02g16880D	BnaC02g16880D protein	A0A078IKR9
BnaC02g16890D	BnaC02g16890D protein	A0A078IL12
BnaC02g16910D	BnaC02g16910D protein	A0A078IMI3
BnaC02g16940D	BnaC02g16940D protein	A0A078IL17
BnaC02g16860D	BnaC02g16860D protein	A0A078IMI0
BnaC02g16900D	BnaC02g16900D protein	A0A078ING7
BnaC02g16870D	BnaC02g16870D protein	A0A078IHX2
BnaC02g16970D	BnaC02g16970D protein	A0A078IHY1
BnaC02g16930D	BnaC02g16930D protein	A0A078IKS2
BnaC02g16960D	BnaC02g16960D protein	A0A078IMI6
BnaAnng22660D	BnaAnng22660D protein	A0A078JGB3
BnaCnng69420D	BnaCnng69420D protein	A0A078JYS4
BnaCnng60290D	BnaCnng60290D protein	A0A078JQL8
BnaCnng74120D	BnaCnng74120D protein	A0A078K1U4
BnaCnng72550D	BnaCnng72550D protein (Fragment)	A0A078K0P0
BnaC07g27430D	BnaC07g27430D protein	A0A078IF81
BnaC07g27460D	BnaC07g27460D protein	A0A078IHR6
BnaC07g27390D	BnaC07g27390D protein	A0A078ICQ1
BnaC07g27500D	BnaC07g27500D protein	A0A078IGY3
BnaC07g27380D	BnaC07g27380D protein	A0A078IF85
BnaC07g27420D	BnaC07g27420D protein	A0A078IF83
BnaC07g27590D	BnaC07g27590D protein	A0A078ICN4
BnaC07g27540D	BnaC07g27540D protein	A0A078ICN8
BnaC07g27530D	BnaC07g27530D protein	A0A078IF76
BnaC07g27480D	BnaC07g27480D protein	A0A078IF78
BnaC07g27560D	BnaC07g27560D protein	A0A078IHR0
BnaC07g27520D	BnaC07g27520D protein	A0A078IF73
BnaC07g27440D	BnaC07g27440D protein	A0A078ICP7
BnaC07g27470D	BnaC07g27470D protein	A0A078IF77
BnaC07g27490D	BnaC07g27490D protein	A0A078ICP2
BnaC07g27580D	BnaC07g27580D protein	A0A078IF72
BnaC07g27550D	BnaC07g27550D protein	A0A078IGX5
BnaC07g27510D	BnaC07g27510D protein	A0A078IHR2
BnaC07g27400D	BnaC07g27400D protein	A0A078IGZ5
BnaC07g27450D	BnaC07g27450D protein	A0A078IGY9
BnaC07g27410D	BnaC07g27410D protein	A0A078DAZ5
BnaC07g27570D	BnaC07g27570D protein	A0A078IF71
BnaCnng71920D	BnaCnng71920D protein (Fragment)	A0A078JWW2
BnaC01g44010D	BnaC01g44010D protein (Fragment)	A0A078JWF5
BnaCnng34540D	BnaCnng34540D protein	A0A078J7N7
BnaCnng34550D	BnaCnng34550D protein	A0A078J187
BnaCnng34530D	BnaCnng34530D protein	A0A078J799
BnaCnng34520D	BnaCnng34520D protein	A0A078J4Z0
BnaA09g55650D	BnaA09g55650D protein	A0A078JU51
BnaA05g35680D	BnaA05g35680D protein	A0A078J6Q4
BnaA05g35650D	BnaA05g35650D protein	A0A078JA92
BnaA05g35670D	BnaA05g35670D protein	A0A078JCY6
BnaA05g35660D	Histone H2A	A0A078JCB9
BnaC08g46190D	BnaC08g46190D protein	A0A078JXB3
BnaC08g49220D	BnaC08g49220D protein (Fragment)	A0A078JK83
BnaC08g49200D	Polyadenylate-binding protein	A0A078JQH4
BnaC08g49210D	BnaC08g49210D protein	A0A078JR89
BnaA09g55700D	BnaA09g55700D protein	A0A078J2P6
BnaA09g55730D	BnaA09g55730D protein	A0A078J0I7
BnaA09g55660D	BnaA09g55660D protein	A0A078IX70
BnaA09g55740D	BnaA09g55740D protein	A0A078J2L7
BnaA09g55680D	BnaA09g55680D protein	A0A078J0I4
BnaA09g55710D	BnaA09g55710D protein	A0A078IX74
BnaA09g55670D	BnaA09g55670D protein	A0A078J0A7
BnaA09g55690D	BnaA09g55690D protein	A0A078J2L2
BnaA09g55780D	Cyclin	A0A078J0J1
BnaA09g55750D	BnaA09g55750D protein	A0A078J2Q0
BnaA09g55770D	BnaA09g55770D protein	A0A078J0B6
BnaA09g55720D	Patatin	A0A078J0B1
BnaA09g55760D	BnaA09g55760D protein	A0A078IX79
BnaC04g50690D	BnaC04g50690D protein	A0A078GPU1
BnaC04g50310D	BnaC04g50310D protein	A0A078GQ95
BnaC04g50420D	BnaC04g50420D protein	A0A078GRW4
BnaC04g50650D	BnaC04g50650D protein	A0A078GL68
BnaC04g50570D	BnaC04g50570D protein	A0A078GRU7
BnaC04g50030D	BnaC04g50030D protein	A0A078GQC6
BnaC04g50700D	BnaC04g50700D protein	A0A078GL63
BnaC04g50770D	BnaC04g50770D protein	A0A078GRS9
BnaC04g50500D	BnaC04g50500D protein	A0A078GL87
BnaC04g50710D	BnaC04g50710D protein	A0A078GQ49
BnaC04g50590D	BnaA04g26560D protein	A0A078HJQ7
BnaC04g50010D	BnaC04g50010D protein	A0A078GQC2
BnaC04g50780D	BnaC04g50780D protein	A0A078GQ46
BnaC04g50190D	BnaC04g50190D protein	A0A078GPZ4
BnaC04g50200D	BnaC04g50200D protein	A0A078GLB2
BnaC04g50220D	BnaC04g50220D protein	A0A078GRZ1
BnaC04g50790D	BnaC04g50790D protein	A0A078GPS7
BnaC04g50270D	BnaC04g50270D protein	A0A078GRY3
BnaC04g50160D	Golgi SNAP receptor complex member 1	A0A078GQA8
BnaC04g50330D	Cytochrome P450 76C1	O64636
BnaC04g50740D	BnaC04g50740D protein	A0A078GPT4
BnaC04g50130D	BnaC04g50130D protein	A0A078GQB6
BnaC04g50640D	BnaC04g50640D protein	A0A078GPU7
BnaC04g50550D	BnaC04g50550D protein	A0A078GL81
BnaC04g50950D	BnaA04g27110D protein	A0A078GL41
BnaC04g50960D	BnaC04g50960D protein	A0A078GQ25
BnaC04g50110D	BnaC04g50110D protein	A0A078GQB2
BnaC04g50170D	Pectinesterase	A0A078GRZ7
BnaC04g50230D	BnaC04g50230D protein	A0A078GQA3
BnaC04g50530D	BnaC04g50530D protein	A0A078GQ70
BnaC04g50040D	BnaC04g50040D protein	A0A078GQ12
BnaC04g50540D	BnaC04g50540D protein	A0A078GPW0
BnaC04g50070D	BnaC04g50070D protein	A0A078GS08
BnaC04g50210D	BnaC04g50210D protein	A0A078GQA4
BnaC04g50830D	BnaC04g50830D protein	A0A078GQ41
BnaC04g50430D	BnaC04g50430D protein	A0A078GQ80
BnaC04g50670D	BnaC04g50670D protein	A0A078GRT8
BnaC04g50620D	BnaC04g50620D protein	A0A078GQM2
BnaC04g50290D	BnaC04g50290D protein	A0A078GPY5
BnaC04g50280D	Cytochrome P450 76C4	O64635
BnaC04g50720D	BnaC04g50720D protein	A0A078GRT3
BnaC04g50000D	BnaC04g50000D protein	A0A078GLD1
BnaC04g50350D	BnaC04g50350D protein	A0A078GL99
BnaC04g50480D	BnaC04g50480D protein	A0A078GQ75
BnaC04g50610D	BnaC04g50610D protein	A0A078GSA1
BnaC04g50100D	Protein transport protein Sec61 subunit beta	A0A078GLC2
BnaC04g50600D	BnaC04g50600D protein	A0A078GL76
BnaC04g50120D	BnaC04g50120D protein	A0A078GS03
BnaC04g50250D	BnaC04g50250D protein	A0A078GLA8
BnaC04g50400D	40S ribosomal protein S27	A0A078GL95
BnaC04g50760D	BnaC04g50760D protein	A0A078GQ45
BnaC04g50970D	BnaC04g50970D protein	A0A078GRP2
BnaC04g50910D	BnaC04g50910D protein	A0A078GQ29
BnaC04g50750D	BnaC04g50750D protein	A0A078GL60
BnaC04g50680D	BnaC04g50680D protein	A0A078GQ57
BnaC04g50470D	BnaC04g50470D protein	A0A078GRV8
BnaC04g50340D	BnaC04g50340D protein	A0A078GPY0
BnaC04g50730D	BnaC04g50730D protein	A0A078GQ52
BnaC04g50840D	BnaC04g50840D protein	A0A078GPS2
BnaC04g50440D	BnaC04g50440D protein	A0A078GPX0
BnaC04g50360D	BnaC04g50360D protein	A0A078GQ90
BnaC04g50410D	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	A0A078GQ82
BnaC04g50060D	BnaC04g50060D protein	A0A078GQB7
BnaC04g50450D	BnaC04g50450D protein	A0A078GL91
BnaC04g50850D	BnaC04g50850D protein	A0A078GL49
BnaC04g50860D	BnaC04g50860D protein	A0A078GQ34
BnaC04g50630D	BnaC04g50630D protein	A0A078GQ61
BnaC04g50090D	BnaC04g50090D protein	A0A078GQ07
BnaC04g50810D	BnaC04g50810D protein	A0A078GQ39
BnaC04g50660D	BnaC04g50660D protein	A0A078GQ54
BnaC04g50080D	GATA transcription factor	A0A078GQC1
BnaC04g50580D	BnaC04g50580D protein	A0A078GQ67
BnaC04g50390D	BnaC04g50390D protein	A0A078GPX4
BnaC04g50940D	BnaC04g50940D protein	A0A078GPR0
BnaC04g50870D	BnaC04g50870D protein	A0A078GRR9
BnaC04g50380D	BnaC04g50380D protein	A0A078GQ86
BnaC04g50900D	BnaC04g50900D protein	A0A078GL45
BnaC04g50020D	BnaC04g50020D protein	A0A078GS14
BnaC04g50320D	BnaC04g50320D protein	A0A078GRX6
BnaC04g50260D	BnaC04g50260D protein	A0A078GQA0
BnaC04g50300D	BnaC04g50300D protein	A0A078GLA4
BnaC04g50150D	BnaC04g50150D protein	A0A078GLB7
BnaC04g50920D	BnaC04g50920D protein	A0A078GRP8
BnaC04g50510D	BnaC04g50510D protein	A0A078GQ72
BnaC04g50880D	BnaC04g50880D protein	A0A078GQ35
BnaC04g50490D	BnaC04g50490D protein	A0A078GPW5
BnaC04g50180D	AT-hook motif nuclear-localized protein	A0A078GQA9
BnaC04g50370D	BnaC04g50370D protein	A0A078GRX0
BnaC04g50930D	BnaC04g50930D protein	A0A078GQ30
BnaC04g50560D	BnaC04g50560D protein	A0A078GQ66
BnaC04g50520D	BnaC04g50520D protein	A0A078GRV1
BnaC04g50140D	BnaC04g50140D protein	A0A078GQ00
BnaC04g50890D	Laccase	A0A078GPR7
BnaC04g50460D	Phosphomannomutase	A0A078GQ79
BnaC04g49990D	BnaC04g49990D protein	A0A078GQ20
BnaC04g50050D	BnaC04g50050D protein	A0A078GLC6
BnaC04g50240D	BnaC04g50240D protein	A0A078GPY9
BnaC04g50800D	BnaC04g50800D protein	A0A078GL55
BnaC04g50820D	BnaC04g50820D protein	A0A078GRS5
BnaAnng33860D	BnaAnng33860D protein	A0A078JVL9
BnaC03g76960D	BnaC03g76960D protein	A0A078J8S9
BnaC03g76990D	BnaC03g76990D protein	A0A078JE66
BnaC03g76980D	BnaC03g76980D protein	A0A078JBZ4
BnaC03g76970D	BnaC03g76970D protein	A0A078JBE9
BnaC09g45690D		NA
BnaC09g44970D		NA
BnaC09g46390D		NA
BnaC09g46060D		NA
BnaC09g45960D		NA
BnaC09g46200D		NA
BnaC09g46210D		NA
BnaC09g45790D		NA
BnaC09g44680D		NA
BnaC09g45600D		NA
BnaC09g45290D		NA
BnaC09g44430D		NA
BnaC09g44790D		NA
BnaC09g45500D		NA
BnaC09g44600D		NA
BnaC09g45230D		NA
BnaC09g45240D		NA
BnaC09g45000D		NA
BnaC09g44650D		NA
BnaC09g46180D		NA
BnaC09g45780D		NA
BnaC09g45220D		NA
BnaC09g44670D		NA
BnaC09g44290D		NA
BnaC09g44450D		NA
BnaC09g45070D		NA
BnaC09g44310D		NA
BnaC09g45650D		NA
BnaC09g46080D		NA
BnaC09g46150D		NA
BnaC09g44400D		NA
BnaC09g44300D		NA
BnaC09g44190D		NA
BnaC09g46360D		NA
BnaC09g45940D		NA
BnaC09g43990D		NA
BnaC09g45560D		NA
BnaC09g45010D		NA
BnaC09g44370D		NA
BnaC09g44080D		NA
BnaC09g44320D		NA
BnaC09g43980D		NA
BnaC09g44030D		NA
BnaC09g45900D		NA
BnaC09g44120D		NA
BnaC09g43930D		NA
BnaC09g43950D		NA
BnaC09g46420D		NA
BnaC09g46010D		NA
BnaC09g46170D		NA
BnaC09g44660D		NA
BnaC09g45180D		NA
BnaC09g45250D		NA
BnaC09g45660D		NA
BnaC09g45720D		NA
BnaC09g46410D		NA
BnaC09g44770D		NA
BnaC09g44220D		NA
BnaC09g43920D		NA
BnaC09g46270D	Histone H3.2	P59226
BnaC09g45910D		NA
BnaC09g46300D		NA
BnaC09g45390D		NA
BnaC09g45310D		NA
BnaC09g44010D		NA
BnaC09g44910D		NA
BnaC09g45470D		NA
BnaC09g44150D	BnaA10g30030D protein	A0A078E579
BnaC09g44140D		NA
BnaC09g46290D		NA
BnaC09g46120D		NA
BnaC09g44760D		NA
BnaC09g44230D		NA
BnaC09g44440D		NA
BnaC09g46220D		NA
BnaC09g46230D		NA
BnaC09g45080D		NA
BnaC09g44570D		NA
BnaC09g45840D		NA
BnaC09g45380D		NA
BnaC09g45150D		NA
BnaC09g45460D		NA
BnaC09g45810D		NA
BnaC09g44480D		NA
BnaC09g44850D		NA
BnaC09g46380D		NA
BnaC09g44620D		NA
BnaC09g45580D		NA
BnaC09g45330D		NA
BnaC09g44940D		NA
BnaC09g44700D		NA
BnaC09g46030D		NA
BnaC09g44490D		NA
BnaC09g45260D		NA
BnaC09g44250D		NA
BnaC09g43960D		NA
BnaC09g45200D		NA
BnaC09g44690D		NA
BnaC09g44630D		NA
BnaC09g46050D		NA
BnaC09g45860D		NA
BnaC09g45920D		NA
BnaC09g44460D		NA
BnaC09g44800D		NA
BnaC09g45420D		NA
BnaC09g45850D		NA
BnaC09g44750D		NA
BnaC09g45750D		NA
BnaC09g45400D		NA
BnaC09g44130D		NA
BnaC09g45830D		NA
BnaC09g46100D		NA
BnaC09g44610D		NA
BnaC09g45550D		NA
BnaC09g45140D		NA
BnaC09g45120D		NA
BnaC09g45870D		NA
BnaC09g44040D		NA
BnaC09g45740D		NA
BnaC09g45730D		NA
BnaC09g44410D		NA
BnaC09g45090D	BnaC02g41880D protein	A0A078ICQ2
BnaC09g44580D		NA
BnaC09g45640D		NA
BnaC09g44210D		NA
BnaC09g44240D		NA
BnaC09g45510D		NA
BnaC09g45760D		NA
BnaC09g45160D		NA
BnaC09g44100D		NA
BnaC09g43940D		NA
BnaC09g45700D		NA
BnaC09g44810D		NA
BnaC09g44880D		NA
BnaC09g45520D		NA
BnaC09g46400D		NA
BnaC09g45040D		NA
BnaC09g44380D		NA
BnaC09g44960D		NA
BnaC09g44340D		NA
BnaC09g44260D		NA
BnaC09g46130D		NA
BnaC09g45880D		NA
BnaC09g44920D		NA
BnaC09g46370D		NA
BnaC09g44710D		NA
BnaC09g44200D		NA
BnaC09g45020D		NA
BnaC09g44950D		NA
BnaC09g44890D		NA
BnaC09g45710D		NA
BnaC09g45300D		NA
BnaC09g44860D		NA
BnaC09g44590D		NA
BnaC09g46260D		NA
BnaC09g46340D		NA
BnaC09g44060D		NA
BnaC09g44500D		NA
BnaC09g45110D		NA
BnaC09g44000D		NA
BnaC09g44360D		NA
BnaC09g45320D		NA
BnaC09g43970D		NA
BnaC09g45820D		NA
BnaC09g45480D		NA
BnaC09g44520D		NA
BnaC09g45030D		NA
BnaC09g44550D		NA
BnaC09g45340D		NA
BnaC09g45680D		NA
BnaC09g44730D		NA
BnaC09g44870D		NA
BnaC09g45970D		NA
BnaC09g45950D	BnaA05g19660D protein	A0A078I285
BnaC09g46350D		NA
BnaC09g45100D		NA
BnaC09g45130D		NA
BnaC09g44560D		NA
BnaC09g44390D		NA
BnaC09g44350D		NA
BnaC09g44930D		NA
BnaC09g45570D		NA
BnaC09g45360D		NA
BnaC09g45610D		NA
BnaC09g46070D		NA
BnaC09g45060D		NA
BnaC09g46090D		NA
BnaC09g44280D		NA
BnaC09g45350D		NA
BnaC09g44160D		NA
BnaC09g45930D		NA
BnaC09g46160D		NA
BnaC09g46450D		NA
BnaC09g45590D		NA
BnaC09g46020D		NA
BnaC09g45280D		NA
BnaC09g46110D		NA
BnaC09g46190D		NA
BnaC09g45050D		NA
BnaC09g45430D		NA
BnaC09g44980D		NA
BnaC09g44170D		NA
BnaC09g44510D		NA
BnaC09g44900D		NA
BnaC09g46320D		NA
BnaC09g46140D		NA
BnaC09g44050D		NA
BnaC09g45490D		NA
BnaC09g45170D		NA
BnaC09g44020D		NA
BnaC09g45270D		NA
BnaC09g45630D		NA
BnaC09g45980D		NA
BnaC09g45670D		NA
BnaC09g46250D		NA
BnaC09g44270D		NA
BnaC09g44090D		NA
BnaC09g44070D		NA
BnaC09g44330D		NA
BnaC09g44640D		NA
BnaC09g44990D		NA
BnaC09g44420D		NA
BnaC09g45440D		NA
BnaC09g44180D		NA
BnaC09g45540D		NA
BnaC09g44530D		NA
BnaC09g45990D		NA
BnaC09g46430D		NA
BnaC09g45530D		NA
BnaC09g45450D		NA
BnaC09g45190D		NA
BnaC09g45370D		NA
BnaC09g44540D		NA
BnaC09g45620D		NA
BnaC09g44840D		NA
BnaC09g44830D		NA
BnaC09g45800D		NA
BnaC09g44780D		NA
BnaC09g46280D		NA
BnaC09g46310D		NA
BnaC09g45210D		NA
BnaC09g44820D		NA
BnaC09g44110D		NA
BnaC09g44470D		NA
BnaC09g45410D		NA
BnaC09g46440D		NA
BnaC09g46040D		NA
BnaC09g45770D	BnaA02g19870D protein	A0A078HL45
BnaC09g46000D		NA
BnaC09g45890D		NA
BnaC09g46330D		NA
BnaC09g44740D		NA
BnaC09g44720D		NA
BnaC09g46240D	Protein DETOXIFICATION 28	Q9FNC1
BnaCnng57860D	Auxin-responsive protein	A0A078JNX5
BnaCnng57850D	BnaCnng57850D protein	A0A078JMY4
BnaAnng31150D	Glutathione peroxidase	A0A078JT91
BnaAnng36890D	BnaAnng36890D protein (Fragment)	A0A078JY35
BnaCnng69260D	BnaCnng69260D protein	A0A078JV08
BnaA06g25250D	BnaA06g25250D protein	A0A078FLG9
BnaA06g25510D	BnaA06g25510D protein	A0A078GUI8
BnaA06g25660D	BnaA06g25660D protein	A0A078GUH6
BnaA06g25550D	BnaA06g25550D protein	A0A078GVN1
BnaA06g25270D	BnaA06g25270D protein	A0A078GRW8
BnaA06g25310D	BnaA06g25310D protein	A0A078GUK4
BnaA06g25340D	BnaA06g25340D protein	A0A078GX87
BnaA06g25360D	BnaA06g25360D protein	A0A078GUK0
BnaA06g25580D	BnaA06g25580D protein	A0A078GVL8
BnaA06g25710D	BnaA06g25710D protein	A0A078GUH2
BnaA06g25100D	BnaA06g25100D protein	A0A078GVT3
BnaA06g25760D	BnaA06g25760D protein	A0A078GUG7
BnaA06g25220D	BnaA06g25220D protein	A0A078GRX3
BnaA06g25640D	BnaA02g28360D protein	A0A078FYG3
BnaA06g25600D	BnaA06g25600D protein	A0A078GVM6
BnaA06g25430D	BnaA06g25430D protein	A0A078GVN2
BnaA06g25180D	BnaA06g25180D protein	A0A078GVQ7
BnaA06g25800D	BnaA06g25800D protein	A0A078GVL0
BnaA06g25380D	BnaA06g25380D protein	A0A078GVN8
BnaA06g25390D	Peptidyl-prolyl cis-trans isomerase	A0A078GX82
BnaA06g25720D	BnaA06g25720D protein	A0A078GRR7
BnaA06g25560D	BnaA06g25560D protein	A0A078GUI3
BnaA06g25130D	BnaA06g25130D protein	A0A078GVR1
BnaA06g25780D	BnaA06g25780D protein	A0A078GVK1
BnaA06g25260D	BnaA06g25260D protein	A0A078GUK8
BnaA06g25330D	Anaphase-promoting complex subunit 10	A0A078G7D5
BnaA06g25290D	BnaA06g25290D protein	A0A078GX92
BnaA06g25520D	BnaA06g25520D protein	A0A078GRT9
BnaA06g25230D	Succinate dehydrogenase	NA
BnaA06g25570D	BnaA06g25570D protein	A0A078GRT5
BnaA06g25460D	BnaA06g25460D protein	A0A078GUJ2
BnaA06g25610D	BnaA06g25610D protein	A0A078GUI0
BnaA06g25420D	BnaA06g25420D protein	A0A078GRV2
BnaA06g25210D	BnaA06g25210D protein	A0A078GUL3
BnaA06g25470D	BnaA06g25470D protein	A0A078GRU5
BnaA06g25170D	BnaA06g25170D protein	A0A078GRX9
BnaA06g25200D	BnaA06g25200D protein	A0A078GVS1
BnaA06g25240D	BnaA06g25240D protein	A0A078GX97
BnaA06g25730D	BnaA06g25730D protein	A0A078GVK4
BnaA06g25140D	BnaA06g25140D protein	A0A078GXA3
BnaA06g25670D	BnaA06g25670D protein	A0A078GRS3
BnaA06g25700D	BnaA06g25700D protein	A0A078GVM0
BnaA06g25410D	BnaA06g25410D protein	A0A078GUJ5
BnaA06g25150D	Glycosyltransferase	A0A078GVS7
BnaA06g25650D	BnaA06g25650D protein	A0A078FS83
BnaA06g25440D	BnaA06g25440D protein	A0A078GX76
BnaA06g25090D	BnaA06g25090D protein	A0A078GXA5
BnaA06g25530D	BnaA06g25530D protein	A0A078GVM3
BnaA06g25400D	BnaA06g25400D protein	A0A078GVP9
BnaA06g25110D	BnaA06g25110D protein	A0A078GUM1
BnaA06g25490D	BnaA06g25490D protein	A0A078GX69
BnaA06g25320D	BnaA06g25320D protein	A0A078GRW3
BnaA06g25370D	BnaA06g25370D protein	A0A078GRV7
BnaA06g25630D	BnaA06g25630D protein	A0A078GVL4
BnaA06g25450D	BnaA06g25450D protein	A0A078GVP4
BnaA06g25350D	BnaA06g25350D protein	A0A078GVQ5
BnaA06g25620D	BnaA06g25620D protein	A0A078GRS8
BnaA06g25190D	BnaA06g25190D protein	A0A078GX99
BnaA06g25680D	BnaA06g25680D protein	A0A078GVK9
BnaA06g25120D	BnaA06g25120D protein	A0A078GRY4
BnaA06g25280D	BnaA06g25280D protein	A0A078GVP8
BnaA06g25540D	BnaA06g25540D protein	A0A078GX64
BnaA06g25480D	BnaA06g25480D protein	A0A078GVM7
BnaA06g25300D	BnaA06g25300D protein	A0A078GVR0
BnaA06g25770D	Alkyl transferase	A0A078GRR4
BnaA06g25790D	BnaA06g25790D protein	A0A078GX41
BnaA06g25500D	BnaA06g25500D protein	A0A078GVN6
BnaA06g25590D	BnaA06g25590D protein	A0A078GX59
BnaA06g25160D	BnaA06g25160D protein	A0A078GUL8
BnaA06g25740D	BnaA06g25740D protein	A0A078GX45
BnaA06g25080D	BnaA06g25080D protein	A0A078GVR4
BnaA06g25750D	BnaA06g25750D protein	A0A078GVL5
BnaA06g25690D	BnaA06g25690D protein	A0A078GX48
BnaCnng57990D	BnaCnng57990D protein	A0A078JRB4
BnaAnng28940D	BnaAnng28940D protein (Fragment)	A0A078JU09
BnaCnng53220D	Poly	NA
BnaC03g41010D	BnaC03g41010D protein	A0A078GEB4
BnaC03g40970D	D-3-phosphoglycerate dehydrogenase	A0A078GD41
BnaC03g40900D	BnaC03g40900D protein	A0A078GCB2
BnaC03g41020D	BnaC03g41020D protein	A0A078GD35
BnaC03g40690D	BnaC03g40690D protein	A0A078G9A5
BnaC03g41200D	BnaC03g41200D protein	A0A078GC74
BnaC03g40730D	BnaC03g40730D protein	A0A078GCA6
BnaC03g41040D	BnaC03g41040D protein	A0A078G970
BnaC03g40820D	BnaC03g40820D protein	A0A078GD61
BnaC03g41050D	BnaC03g41050D protein	A0A078GC91
BnaC03g41120D	BnaC03g41120D protein	A0A078GD27
BnaC03g40830D	BnaC03g40830D protein	A0A078GC92
BnaC03g40880D	BnaC03g40880D protein	A0A078GC88
BnaC03g40760D	BnaC03g40760D protein	A0A078GED7
BnaC03g40700D	BnaC03g40700D protein	A0A078GCD2
BnaC03g41100D	BnaC03g41100D protein	A0A078GC84
BnaC03g41030D	BnaC03g41030D protein	A0A078GC68
BnaC03g40960D	BnaC03g40960D protein	A0A078GEB9
BnaC03g41110D	BnaC03g41110D protein	A0A078GEA3
BnaC03g40810D	BnaC03g40810D protein	A0A078GED3
BnaC03g41060D	BnaC03g41060D protein	A0A078GEA8
BnaC03g41230D	BnaC03g41230D protein	A0A078GC44
BnaC03g40840D	BnaC03g40840D protein	A0A078G989
BnaC03g40750D	BnaC03g40750D protein	A0A078GCC6
BnaC03g40980D	Reticulon-like protein	A0A078GC76
BnaC03g40850D	BnaC03g40850D protein	A0A078GCB7
BnaC03g40790D	BnaC03g40790D protein	A0A078G995
BnaC03g41080D	BnaC03g41080D protein	A0A078GC61
BnaC03g41180D	BnaC03g41180D protein	A0A078GC51
BnaC03g41140D	BnaC03g41140D protein	A0A078G958
BnaC03g41170D	BnaC03g41170D protein	A0A078GD21
BnaC03g41210D	BnaC03g41210D protein	A0A078GE84
BnaC03g40920D	BnaC03g40920D protein	A0A078GD48
BnaC03g41150D	BnaC03g41150D protein	A0A078GC79
BnaC03g40890D	BnaC03g40890D protein	A0A078G987
BnaC03g40950D	BnaC03g40950D protein	A0A078GCA7
BnaC03g41190D	Peptidylprolyl isomerase	A0A078G953
BnaC03g40870D	BnaC03g40870D protein	A0A078GD54
BnaC03g41090D	BnaC03g41090D protein	A0A078G965
BnaC03g41070D	BnaC03g41070D protein	A0A078GD31
BnaC03g40740D	BnaC03g40740D protein	A0A078D4W3
BnaC03g40860D	BnaC03g40860D protein	A0A078GEC9
BnaC03g40940D	BnaC03g40940D protein	A0A078G982
BnaC03g40710D	Proteasome assembly chaperone 2	A0A078GEE3
BnaC03g41000D	BnaC03g41000D protein	A0A078GC98
BnaC03g41160D	BnaC03g41160D protein	A0A078GE94
BnaC03g40800D	BnaC03g40800D protein	A0A078GCC2
BnaC03g40780D	BnaC03g40780D protein	A0A078GC99
BnaC03g40770D	BnaC03g40770D protein	A0A078GD67
BnaC03g40930D	BnaC03g40930D protein	A0A078GC83
BnaC03g40910D	BnaC03g40910D protein	A0A078GEC3
BnaC03g40720D	BnaC03g40720D protein	A0A078GD72
BnaC03g40990D	Reticulon-like protein	A0A078G975
BnaC03g41130D	BnaC03g41130D protein	A0A078GC55
BnaC03g41220D	BnaC03g41220D protein	A0A078GD17
BnaA06g38110D	BnaA06g38110D protein	A0A078JQC8
BnaA06g38120D	BnaA06g38120D protein	A0A078JRF6
BnaCnng49610D	BnaCnng49610D protein	A0A078JHF2
BnaCnng49600D	Cysteine proteinase inhibitor	A0A078JEU7
BnaCnng49620D	BnaCnng49620D protein	A0A078JHX3
BnaCnng53320D	BnaCnng53320D protein	A0A078JMQ2
BnaCnng53310D	BnaCnng53310D protein	A0A078JKS7
BnaCnng53290D	BnaCnng53290D protein	A0A078JHF8
