entrezgene_id	external_gene_name	Description_NCBI	ALIAS
106413072	BnaC09g29060D	PP2A regulatory subunit TAP46	LOC106413072
106413157	BnaC09g29050D	phytolongin Phyl2.2	LOC106413157
106413201	BnaAnng39460D	E3 ubiquitin-protein ligase RSL1	LOC106413201
106413234	BnaC09g29040D	uncharacterized BNAC09G29040D	BNAC09G29040D
106413248	BnaUnng01350D	uncharacterized BNAUNNG01350D	BNAUNNG01350D
106413248	BnaUnng01350D	uncharacterized BNAUNNG01350D	BNAC09G01230D
106413248	BnaC09g01230D	uncharacterized BNAUNNG01350D	BNAUNNG01350D
106413248	BnaC09g01230D	uncharacterized BNAUNNG01350D	BNAC09G01230D
106413313	BnaC09g29030D	uncharacterized BNAC09G29030D	BNAC09G29030D
106413407	BnaCnng43270D	uncharacterized BNACNNG43270D	BNACNNG43270D
106413420	BnaC03g74140D	B-box domain protein 31	LOC106413420
106413520	BnaA09g56210D	histone acetyltransferase HAC12	LOC106413520
106413538	BnaCnng57200D	transcription initiation factor IIF subunit beta	LOC106413538
106413601	BnaC08g40480D	transcription factor HRS1	BNAC08G40480D
106413612	BnaC08g40750D	ethylene-responsive transcription factor ESR1	LOC106413612
106413660	BnaA08g14160D	protein disulfide-isomerase 5-4	LOC106413660
106413666	BnaA08g14100D	stem-specific protein TSJT1	LOC106413666
106413673	BnaA08g14060D	uncharacterized LOC106413673	LOC106413673
106413674	BnaC08g12430D	protein translation factor SUI1 homolog 1	LOC106413674
106413674	BnaA08g14130D	protein translation factor SUI1 homolog 1	LOC106413674
106413712	BnaC08g09690D	uncharacterized BNAC08G09690D	BNAC08G09690D
106413713	BnaCnng56440D	"adenylate isopentenyltransferase 3, chloroplastic"	IPT3-2
106413713	BnaCnng56440D	"adenylate isopentenyltransferase 3, chloroplastic"	LOC106413713
106413716	BnaC08g09730D	ADP-ribosylation factor-like protein 5	LOC106413716
106413723	BnaC08g26070D	uncharacterized LOC106413723	LOC106413723
106413723	BnaA09g34880D	uncharacterized LOC106413723	LOC106413723
106413725	BnaA02g11210D	gibberellin 20 oxidase 2	LOC106413725
106413730	BnaC04g00770D	cytochrome B5	LOC106413730
106413733	BnaC08g09640D	auxin-responsive protein IAA1	LOC106413733
106413736	BnaA09g34940D	UPF0725 protein At2g20620	LOC106413736
106413737	BnaC04g00740D	auxin-responsive protein SAUR32	LOC106413737
106413741	BnaC08g45920D	glutathione S-transferase F4	LOC106413741
106413743	BnaAnng23570D	uncharacterized BNAANNG23570D	BNAANNG23570D
106413744	BnaC09g52980D	50S ribosomal protein L9	LOC106413744
106413750	BnaC08g42050D	thioredoxin-like protein CXXS1	LOC106413750
106413762	BnaA09g38550D	uncharacterized LOC106413762	LOC106413762
106413764	BnaAnng40790D	"DNA-directed RNA polymerases II, IV and V subunit 9B"	LOC106413764
106413764	BnaC08g10600D	"DNA-directed RNA polymerases II, IV and V subunit 9B"	LOC106413764
106413772	BnaA09g38450D	probable U3 small nucleolar RNA-associated protein 11	LOC106413772
106413774	BnaA03g12710D	ADP-ribosylation factor-related protein 1	LOC106413774
106413791	BnaC08g41270D	protein cornichon homolog 4	LOC106413791
106413799	BnaC08g36100D	trafficking protein particle complex subunit 2-like protein	LOC106413799
106413799	BnaA09g43520D	trafficking protein particle complex subunit 2-like protein	LOC106413799
106413817	BnaC08g40100D	uncharacterized BNAC08G40100D	BNAC08G40100D
106413825	BnaCnng76190D	uncharacterized BNACNNG76190D	BNACNNG76190D
106413834	BnaA05g27310D	putative phosphatidylglycerol/phosphatidylinositol transfer protein DDB_G0282179	LOC106413834
106413869	BnaC08g15110D	"aminomethyltransferase, mitochondrial"	LOC106413869
106413870	BnaC08g15080D	"arogenate dehydratase/prephenate dehydratase 1, chloroplastic"	LOC106413870
106413872	BnaCnng69370D	putative DNA glycosylase At3g47830	LOC106413872
106413894	BnaA10g28150D	protein TRACHEARY ELEMENT DIFFERENTIATION-RELATED 6	BNAA10G28150D
106413903	BnaC07g16730D	"pentatricopeptide repeat-containing protein At5g66500, mitochondrial"	LOC106413903
106413904	BnaC07g16750D	"GTPase ERA-like, chloroplastic"	LOC106413904
106413907	BnaC07g16740D	uncharacterized BNAC07G16740D	BNAC07G16740D
106413914	BnaA07g09530D	carbohydrate-binding X8 domain-containing protein	LOC106413914
106413924	BnaA09g38350D	ELMO domain-containing protein C	LOC106413924
106413939	BnaA10g12890D	zinc finger protein CONSTANS-LIKE 5	LOC106413939
106413968	BnaA10g29630D	NEDD8-specific protease 1	LOC106413968
106413971	BnaC09g05630D	40S ribosomal protein S20-2	LOC106413971
106413971	BnaA09g06070D	40S ribosomal protein S20-2	LOC106413971
106413971	BnaC03g74960D	40S ribosomal protein S20-2	LOC106413971
106414003	BnaC04g01080D	ethylene-responsive transcription factor CRF5	LOC106414003
106414005	BnaA09g38400D	uncharacterized BNAA09G38400D	BNAA09G38400D
106414010	BnaC08g47810D	uncharacterized BNAC08G47810D	BNAC08G47810D
106414013	BnaC08g35940D	auxin-responsive protein SAUR50-like	LOC106414013
106414013	BnaA09g43330D	auxin-responsive protein SAUR50-like	LOC106414013
106414014	BnaC08g42060D	protein DESIGUAL 3	BNAC08G42060D
106414036	BnaC08g47940D	zinc finger protein ZAT9	LOC106414036
106414040	BnaA07g37080D	uncharacterized BNAA07G37080D	BNAA07G37080D
106414046	BnaCnng64790D	F-box/kelch-repeat protein At1g15670	LOC106414046
106414054	BnaA09g56220D	cold-responsive protein kinase 1	LOC106414054
106414061	BnaA01g21370D	sugar transporter ERD6-like 5	LOC106414061
106414068	BnaC08g09240D	alkane hydroxylase MAH1	LOC106414068
106414080	BnaC04g08670D	"protein CHUP1, chloroplastic"	LOC106414080
106414081	BnaC08g42160D	endonuclease 1	LOC106414081
106414086	BnaA09g38530D	ethylene-responsive transcription factor ERF035	LOC106414086
106414105	BnaA09g35290D	UDP-glycosyltransferase 76F1	LOC106414105
106414117	BnaC01g15860D	uncharacterized LOC106414117	LOC106414117
106414117	BnaA01g35080D	uncharacterized LOC106414117	LOC106414117
106414124	BnaCnng59140D	uncharacterized BNACNNG59140D	BNACNNG59140D
106414134	BnaC03g74980D	NAC domain-containing protein 101	LOC106414134
106414188	BnaC09g06820D	uncharacterized LOC106414188	LOC106414188
106414188	BnaA09g07110D	uncharacterized LOC106414188	LOC106414188
106414192	BnaA02g18670D	uncharacterized LOC106414192	LOC106414192
106414198	BnaC08g38370D	transcription factor MYB58	MYB58.1
106414198	BnaC08g38370D	transcription factor MYB58	LOC106414198
106414204	BnaA09g41900D	uncharacterized LOC106414204	LOC106414204
106414216	BnaC05g25220D	uncharacterized protein At2g29880	BNAC05G25220D
106414219	BnaC05g26730D	pollen receptor-like kinase 5	LOC106414219
106414259	BnaC08g40090D	PLASMODESMATA CALLOSE-BINDING PROTEIN 1	LOC106414259
106414260	BnaC08g40080D	PLASMODESMATA CALLOSE-BINDING PROTEIN 1	LOC106414260
106414263	BnaA09g35000D	"glucan endo-1,3-beta-glucosidase"	LOC106414263
106414264	BnaA09g35030D	probable serine/threonine-protein kinase PBL1	LOC106414264
106414265	BnaA09g34990D	uncharacterized BNAA09G34990D	BNAA09G34990D
106414266	BnaA09g34970D	CASP-like protein 4C1	LOC106414266
106414268	BnaA09g34960D	ubiquitin-conjugating enzyme E2 14	LOC106414268
106414279	BnaC08g08470D	glycine-rich protein A3	LOC106414279
106414286	BnaC08g46030D	uncharacterized BNAC08G46030D	BNAC08G46030D
106414292	BnaC08g08210D	GDSL esterase/lipase At5g33370	LOC106414292
106414304	BnaCnng72540D	uncharacterized LOC106414304	LOC106414304
106414313	BnaC08g09720D	germin-like protein subfamily 1 member 8	LOC106414313
106414322	BnaC09g29340D	spermine synthase-like	LOC106414322
106414355	BnaCnng66570D	heterodimeric geranylgeranyl pyrophosphate synthase large subunit 2	LOC106414355
106414370	BnaA05g01290D	uncharacterized LOC106414370	LOC106414370
106414370	BnaC04g52150D	uncharacterized LOC106414370	LOC106414370
106414381	BnaCnng55690D	myb family transcription factor PHL6	LOC106414381
106414382	BnaA09g35040D	putative F-box/kelch-repeat protein At2g41360	LOC106414382
106414401	BnaA02g28920D	uncharacterized BNAA02G28920D	BNAA02G28920D
106414405	BnaCnng62360D	pollen-specific protein-like At4g18596	LOC106414405
106414417	BnaA08g13710D	PAMP-induced secreted peptide 1-like	LOC106414417
106414417	BnaC08g13060D	PAMP-induced secreted peptide 1-like	LOC106414417
106414423	BnaC03g74070D	"probable glucan endo-1,3-beta-glucosidase A6"	LOC106414423
106414437	BnaA09g42740D	ras-related protein RABH1d	LOC106414437
106414441	BnaAnng08070D	transcription factor bHLH36-like	LOC106414441
106414447	BnaC08g40250D	phytosulfokines 1	LOC106414447
106414467	BnaCnng77720D	"glucan endo-1,3-beta-D-glucosidase"	LOC106414467
106414482	BnaA08g14220D	"aconitate hydratase 2, mitochondrial"	LOC106414482
106414486	BnaAnng16740D	zinc finger protein SHOOT GRAVITROPISM 5	LOC106414486
106414491	BnaA05g01400D	transcription factor CPC	LOC106414491
106414491	BnaC04g01230D	transcription factor CPC	LOC106414491
106414495	BnaA02g28490D	uncharacterized BNAA02G28490D	BNAA02G28490D
106414502	BnaC05g15310D	pentatricopeptide repeat-containing protein At1g19720	LOC106414502
106414504	BnaC05g15290D	uncharacterized BNAC05G15290D	BNAC05G15290D
106414507	BnaC08g41350D	hsp70-Hsp90 organizing protein 1	LOC106414507
106414535	BnaC05g05340D	uncharacterized protein MT0910	BNAC05G05340D
106414535	BnaC05g05340D	uncharacterized protein MT0910	dsi-1VOC
106414540	BnaC08g09480D	FAS1 domain-containing protein SELMODRAFT_448915-like	LOC106414540
106414561	BnaA09g47690D	syntaxin-125	LOC106414561
106414565	BnaC08g41090D	expansin-A7	LOC106414565
106414566	BnaA09g39050D	O-glucosyltransferase rumi homolog	LOC106414566
106414604	BnaUnng03630D	early nodulin-like protein 3	LOC106414604
106414605	BnaC08g42190D	uncharacterized BNAC08G42190D	BNAC08G42190D
106414641	BnaC03g74940D	"NADPH-dependent aldo-keto reductase, chloroplastic"	LOC106414641
106414645	BnaA02g30700D	importin subunit alpha-1	LOC106414645
106414662	BnaA09g45980D	putative SNAP25 homologous protein SNAP30	LOC106414662
106414662	BnaC08g40050D	putative SNAP25 homologous protein SNAP30	LOC106414662
106414674	BnaA04g10560D	arabinogalactan protein 24	LOC106414674
106414674	BnaC04g32830D	arabinogalactan protein 24	LOC106414674
106414706	BnaA09g34870D	caffeoylshikimate esterase	LOC106414706
106414714	BnaA08g25670D	gibberellin-regulated protein 8-like	LOC106414714
106414714	BnaC08g14410D	gibberellin-regulated protein 8-like	LOC106414714
106414733	BnaC08g46020D	probable galacturonosyltransferase-like 5	LOC106414733
106414754	BnaC06g41760D	cysteine-rich receptor-like protein kinase 11	LOC106414754
106414779	BnaCnng22440D	uncharacterized BNACNNG22440D	BNACNNG22440D
106414783	BnaC08g08490D	uncharacterized BNAC08G08490D	BNAC08G08490D
106414786	BnaC08g45980D	exopolygalacturonase clone GBGE184	LOC106414786
106414792	BnaCnng57070D	ethylene-responsive transcription factor WIN1	LOC106414792
106414823	BnaC08g08450D	"protein LUTEIN DEFICIENT 5, chloroplastic"	LOC106414823
106414825	BnaC08g41030D	thionin-like protein 1	LOC106414825
106414853	BnaC08g49010D	1-aminocyclopropane-1-carboxylate synthase-like protein 1	LOC106414853
106414860	BnaA09g38830D	F-box/FBD/LRR-repeat protein At4g26340	LOC106414860
106414884	BnaCnng11720D	aldehyde oxidase GLOX	LOC106414884
106414908	BnaC08g10630D	SNF1-related protein kinase regulatory subunit beta-2	LOC106414908
106414924	BnaC08g41020D	thionin-like protein 1	LOC106414924
106414939	BnaC06g07710D	ethylene-responsive transcription factor ERF022	LOC106414939
106414942	BnaA09g46400D	uncharacterized LOC106414942	LOC106414942
106414973	BnaA09g35340D	60S ribosomal protein L35a-2-like	LOC106414973
106414974	BnaA09g35350D	LIM domain-containing protein WLIM2b-like	LOC106414974
106414975	BnaA09g35360D	"glucan endo-1,3-beta-glucosidase 2"	LOC106414975
106414976	BnaA09g35370D	uncharacterized BNAA09G35370D	BNAA09G35370D
106414977	BnaA09g35380D	"sedoheptulose-1,7-bisphosphatase, chloroplastic"	LOC106414977
106414994	BnaC05g15250D	bifunctional nuclease 2	LOC106414994
106414998	BnaC08g15040D	"starch synthase 3, chloroplastic/amyloplastic"	LOC106414998
106414999	BnaC08g10520D	S-protein homolog 2	BNAC08G10520D
106415004	BnaCnng42880D	precursor of CEP3	BNACNNG42880D
106415019	BnaC08g41380D	putative pre-16S rRNA nuclease	LOC106415019
106415040	BnaA09g54850D	"glutathione S-transferase L2, chloroplastic"	LOC106415040
106415041	BnaA09g54840D	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 2	LOC106415041
106415065	BnaC08g41540D	flavin-containing monooxygenase FMO GS-OX5	LOC106415065
106415075	BnaA09g47600D	uncharacterized BNAA09G47600D	BNAA09G47600D
106415080	BnaCnng32520D	uncharacterized BNACNNG32520D	BNACNNG32520D
106415085	BnaA08g06170D	small acidic protein 1	LOC106415085
106415085	BnaCnng75240D	small acidic protein 1	LOC106415085
106415085	BnaC08g06550D	small acidic protein 1	LOC106415085
106415086	BnaC02g24660D	phosphatidylinositol 4-phosphate 5-kinase 2	LOC106415086
106415098	BnaC08g41720D	aspartic proteinase A1	LOC106415098
106415099	BnaC08g41730D	F-box protein At2g32560	LOC106415099
106415102	BnaC05g51500D	serine decarboxylase	LOC106415102
106415103	BnaC05g51490D	transcription factor VIP1	LOC106415103
106415113	BnaA09g39080D	FT-interacting protein 3	LOC106415113
106415116	BnaA09g39090D	AT-hook motif nuclear-localized protein 11	LOC106415116
106415117	BnaA09g39120D	uncharacterized BNAA09G39120D	BNAA09G39120D
106415123	BnaC08g49240D	"phenylalanine--tRNA ligase alpha subunit, cytoplasmic"	LOC106415123
106415137	BnaC08g17090D	ubiquitin-conjugating enzyme E2 36-like	LOC106415137
106415137	BnaAnng13030D	ubiquitin-conjugating enzyme E2 36-like	LOC106415137
106415144	BnaAnng32800D	uncharacterized LOC106415144	LOC106415144
106415159	BnaC08g48810D	"fructose-1,6-bisphosphatase, chloroplastic-like"	FBP
106415159	BnaC08g48810D	"fructose-1,6-bisphosphatase, chloroplastic-like"	LOC106415159
106415199	BnaC08g09170D	ubiquitin-NEDD8-like protein RUB2	LOC106415199
106415199	BnaA08g07930D	ubiquitin-NEDD8-like protein RUB2	LOC106415199
106415208	BnaC08g41160D	transmembrane protein 64	LOC106415208
106415209	BnaC08g41180D	zinc finger A20 and AN1 domain-containing stress-associated protein 1	LOC106415209
106415211	BnaA07g37100D	protein decapping 5	LOC106415211
106415225	BnaA09g35260D	mitochondrial substrate carrier family protein B	LOC106415225
106415233	BnaC08g09650D	acylamino-acid-releasing enzyme	LOC106415233
106415251	BnaC05g15330D	lon protease	LOC106415251
106415252	BnaC05g15320D	thioredoxin H-type 2-like	LOC106415252
106415274	BnaC05g15350D	purine permease 14	LOC106415274
106415275	BnaC05g15340D	purine permease 14	LOC106415275
106415290	BnaC09g50970D	"cysteine desulfurase, mitochondrial"	LOC106415290
106415301	BnaC08g49870D	protein PHLOEM PROTEIN 2-LIKE A6	LOC106415301
106415306	BnaC01g29900D	chaperone protein dnaJ 50	LOC106415306
106415337	BnaC08g41780D	"serine--tRNA ligase, chloroplastic/mitochondrial"	LOC106415337
106415338	BnaC08g41770D	GPI mannosyltransferase 2	LOC106415338
106415341	BnaC08g41760D	25.3 kDa vesicle transport protein-like	LOC106415341
106415344	BnaCnng33760D	chaperone protein DnaJ	LOC106415344
106415359	BnaC08g36160D	putative cell wall protein	LOC106415359
106415359	BnaC08g36160D	putative cell wall protein	P8
106415359	BnaC08g36160D	putative cell wall protein	P4
106415361	BnaC08g40040D	probable inactive purple acid phosphatase 2	LOC106415361
106415375	BnaC02g39520D	late embryogenesis abundant protein 47	LOC106415375
106415384	BnaCnng25490D	poly(A)-specific ribonuclease PARN	LOC106415384
106415385	BnaCnng25480D	cysteine synthase 2	LOC106415385
106415397	BnaC08g49200D	polyadenylate-binding protein 4	LOC106415397
106415400	BnaC08g15060D	"ATP-dependent Clp protease proteolytic subunit 6, chloroplastic"	LOC106415400
106415454	BnaA09g38770D	E3 ubiquitin-protein ligase At1g63170	LOC106415454
106415464	BnaA09g34930D	very-long-chain enoyl-CoA reductase	LOC106415464
106415466	BnaAnng08160D	protein EXORDIUM-like 3	LOC106415466
106415466	BnaC02g15670D	protein EXORDIUM-like 3	LOC106415466
106415469	BnaA05g27190D	40S ribosomal protein S5-1-like	LOC106415469
106415469	BnaC05g41290D	40S ribosomal protein S5-1-like	LOC106415469
106415469	BnaAnng09380D	40S ribosomal protein S5-1-like	LOC106415469
106415469	BnaA05g27160D	40S ribosomal protein S5-1-like	LOC106415469
106415485	BnaA09g34830D	ABC transporter G family member 18	LOC106415485
106415487	BnaC06g05650D	root phototropism protein 3	LOC106415487
106415516	BnaCnng61310D	U-box domain-containing protein 4	LOC106415516
106415516	BnaC05g06020D	U-box domain-containing protein 4	LOC106415516
106415524	BnaCnng47180D	vacuolar-sorting receptor 3	LOC106415524
106415530	BnaC04g13850D	histone H1.2	LOC106415530
106415542	BnaC08g46040D	"phospholipase A1 PLIP2, chloroplastic"	BNAC08G46040D
106415558	BnaCnng57190D	purine permease 14	LOC106415558
106415559	BnaC08g48070D	importin subunit alpha-2-like	LOC106415559
106415573	BnaC05g15430D	protein IQ-DOMAIN 32	LOC106415573
106415585	BnaAnng09200D	probable ubiquitin-conjugating enzyme E2 16	LOC106415585
106415586	BnaC03g70180D	DEAD-box ATP-dependent RNA helicase 20	LOC106415586
106415588	BnaC03g70170D	mini-ribonuclease 3	LOC106415588
106415595	BnaC08g14670D	"ferredoxin-1, chloroplastic-like"	LOC106415595
106415596	BnaC08g39980D	transmembrane emp24 domain-containing protein p24delta7	LOC106415596
106415639	BnaC08g46810D	transmembrane 9 superfamily member 4	LOC106415639
106415658	BnaC06g07740D	UPF0301 protein CHU_1773	LOC106415658
106415669	BnaCnng33780D	transcription repressor OFP14	LOC106415669
106415672	BnaC08g31510D	tubulin gamma-1 chain	LOC106415672
106415672	BnaA09g39360D	tubulin gamma-1 chain	LOC106415672
106415681	BnaC08g42310D	cytochrome c oxidase assembly factor 5-like	LOC106415681
106415681	BnaA09g47810D	cytochrome c oxidase assembly factor 5-like	LOC106415681
106415703	BnaC04g13890D	"photosystem II reaction center W protein, chloroplastic"	LOC106415703
106415731	BnaC08g47370D	uncharacterized BNAC08G47370D	BNAC08G47370D
106415743	BnaA08g07320D	"triose phosphate/phosphate translocator, non-green plastid, chloroplastic-like"	LOC106415743
106415770	BnaA09g35410D	nematode resistance protein-like HSPRO1	LOC106415770
106415772	BnaC06g07690D	non-lysosomal glucosylceramidase	LOC106415772
106415790	BnaCnng57860D	auxin-responsive protein IAA9	LOC106415790
106415793	BnaCnng68140D	uncharacterized BNACNNG68140D	BNACNNG68140D
106415795	BnaC04g00600D	"protein CURVATURE THYLAKOID 1B, chloroplastic"	LOC106415795
106415807	BnaC04g01240D	uncharacterized BNAC04G01240D	BNAC04G01240D
106415812	BnaC08g39970D	"fructose-bisphosphate aldolase-lysine N-methyltransferase, chloroplastic"	LOC106415812
106415819	BnaA06g01500D	caffeoylshikimate esterase	LOC106415819
