"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaC05g05370D" "40S ribosomal protein S15a-like" "PPCB8"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaA06g04200D" "40S ribosomal protein S15a-like" "LOC106411630"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaA06g04200D" "40S ribosomal protein S15a-like" "RPS15A"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaC05g05370D" "40S ribosomal protein S15a-like" "RPS15A"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaC05g05370D" "40S ribosomal protein S15a-like" "LOC106411630"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaA06g04200D" "40S ribosomal protein S15a-like" "PPCB8"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaC05g05370D" "40S ribosomal protein S15a-like" "PPCB8"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaA06g04200D" "40S ribosomal protein S15a-like" "LOC106411630"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaA06g04200D" "40S ribosomal protein S15a-like" "RPS15A"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaC05g05370D" "40S ribosomal protein S15a-like" "RPS15A"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaC05g05370D" "40S ribosomal protein S15a-like" "LOC106411630"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaA06g04200D" "40S ribosomal protein S15a-like" "PPCB8"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaC05g05370D" "40S ribosomal protein S15a-like" "PPCB8"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaA06g04200D" "40S ribosomal protein S15a-like" "LOC106411630"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaA06g04200D" "40S ribosomal protein S15a-like" "RPS15A"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaC05g05370D" "40S ribosomal protein S15a-like" "RPS15A"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaC05g05370D" "40S ribosomal protein S15a-like" "LOC106411630"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaA06g04200D" "40S ribosomal protein S15a-like" "PPCB8"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaC05g05370D" "40S ribosomal protein S15a-like" "PPCB8"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaA06g04200D" "40S ribosomal protein S15a-like" "LOC106411630"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaA06g04200D" "40S ribosomal protein S15a-like" "RPS15A"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaC05g05370D" "40S ribosomal protein S15a-like" "RPS15A"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaC05g05370D" "40S ribosomal protein S15a-like" "LOC106411630"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaA06g04200D" "40S ribosomal protein S15a-like" "PPCB8"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaC05g05370D" "40S ribosomal protein S15a-like" "PPCB8"
"106411630" "GO:0006412" "BP" "40S ribosomal protein S15a-like" "translation" "BnaA06g04200D" "40S ribosomal protein S15a-like" "LOC106411630"
"106411788" NA NA NA NA "BnaA03g09320D" "histone H4" "LOC106411788"
"106411788" NA NA NA NA "BnaA06g04320D" "histone H4" "LOC106411788"
"106411788" NA NA NA NA "BnaC03g11650D" "histone H4" "LOC106411788"
"106411788" NA NA NA NA "BnaA04g21530D" "histone H4" "LOC106411788"
"106411788" NA NA NA NA "BnaA04g16620D" "histone H4" "LOC106411788"
"106411828" "GO:0006412" "BP" "40S ribosomal protein S15a" "translation" "BnaC05g05370D" "40S ribosomal protein S15a" "LOC106411828"
"106411828" "GO:0006412" "BP" "40S ribosomal protein S15a" "translation" "BnaA06g04200D" "40S ribosomal protein S15a" "LOC106411828"
"106411828" "GO:0006412" "BP" "40S ribosomal protein S15a" "translation" "BnaC05g05370D" "40S ribosomal protein S15a" "LOC106411828"
"106411828" "GO:0006412" "BP" "40S ribosomal protein S15a" "translation" "BnaA06g04200D" "40S ribosomal protein S15a" "LOC106411828"
"106411918" NA NA NA NA "BnaC03g11650D" "histone H4" "LOC106411918"
"106411918" NA NA NA NA "BnaA06g04320D" "histone H4" "LOC106411918"
"106411918" NA NA NA NA "BnaA04g21530D" "histone H4" "LOC106411918"
"106411918" NA NA NA NA "BnaA04g16620D" "histone H4" "LOC106411918"
"106411918" NA NA NA NA "BnaA03g09320D" "histone H4" "LOC106411918"
"106412089" NA NA NA NA "BnaA09g35050D" "16 kDa phloem protein 1" "LOC106412089"
"106412144" "GO:0051603" "BP" "probable cysteine protease RD19D" "proteolysis involved in protein catabolic process" "BnaA09g55030D" "probable cysteine protease RD19D" "LOC106412144"
"106412148" NA NA NA NA "BnaC08g41500D" "flavin-containing monooxygenase FMO GS-OX-like 2" "LOC106412148"
"106412466" "GO:0016567" "BP" "E3 ubiquitin-protein ligase BAH1" "protein ubiquitination" "BnaC08g45940D" "E3 ubiquitin-protein ligase BAH1" "LOC106412466"
"106412497" NA NA NA NA "BnaC04g01160D" "uncharacterized BNAC04G01160D" "BNAC04G01160D"
"106413248" NA NA NA NA "BnaC09g01230D" "uncharacterized BNAUNNG01350D" "BNAUNNG01350D"
"106413248" NA NA NA NA "BnaC09g01230D" "uncharacterized BNAUNNG01350D" "BNAC09G01230D"
"106414198" NA NA NA NA "BnaC08g38370D" "transcription factor MYB58" "MYB58.1"
"106414198" NA NA NA NA "BnaC08g38370D" "transcription factor MYB58" "LOC106414198"
"106414355" "GO:0008299" "BP" "heterodimeric geranylgeranyl pyrophosphate synthase large subunit 2" "isoprenoid biosynthetic process" "BnaCnng66570D" "heterodimeric geranylgeranyl pyrophosphate synthase large subunit 2" "LOC106414355"
"106414401" NA NA NA NA "BnaA02g28920D" "uncharacterized BNAA02G28920D" "BNAA02G28920D"
"106414417" "GO:0006952" "BP" "PAMP-induced secreted peptide 1-like" "defense response" "BnaC08g13060D" "PAMP-induced secreted peptide 1-like" "LOC106414417"
"106414447" "GO:0030154" "BP" "phytosulfokines 1" "cell differentiation" "BnaC08g40250D" "phytosulfokines 1" "LOC106414447"
"106414447" "GO:0008283" "BP" "phytosulfokines 1" "cell population proliferation" "BnaC08g40250D" "phytosulfokines 1" "LOC106414447"
"106414566" NA NA NA NA "BnaA09g39050D" "O-glucosyltransferase rumi homolog" "LOC106414566"
"106414662" "GO:0015031" "BP" "putative SNAP25 homologous protein SNAP30" "protein transport" "BnaC08g40050D" "putative SNAP25 homologous protein SNAP30" "LOC106414662"
"106415099" NA NA NA NA "BnaC08g41730D" "F-box protein At2g32560" "LOC106415099"
"106415703" "GO:0015979" "BP" "photosystem II reaction center W protein, chloroplastic" "photosynthesis" "BnaC04g13890D" "photosystem II reaction center W protein, chloroplastic" "LOC106415703"
"106415703" "GO:0042549" "BP" "photosystem II reaction center W protein, chloroplastic" "photosystem II stabilization" "BnaC04g13890D" "photosystem II reaction center W protein, chloroplastic" "LOC106415703"
"106415790" "GO:0009734" "BP" "auxin-responsive protein IAA9" "auxin-activated signaling pathway" "BnaCnng57860D" "auxin-responsive protein IAA9" "LOC106415790"
"106415790" "GO:0006355" "BP" "auxin-responsive protein IAA9" "regulation of DNA-templated transcription" "BnaCnng57860D" "auxin-responsive protein IAA9" "LOC106415790"
"106415819" NA NA NA NA "BnaCnng76370D" "caffeoylshikimate esterase" "LOC106415819"
"106415819" NA NA NA NA "BnaA06g01500D" "caffeoylshikimate esterase" "LOC106415819"
"106415865" NA NA NA NA "BnaA06g01500D" "caffeoylshikimate esterase" "LOC106415865"
"106415865" NA NA NA NA "BnaCnng76370D" "caffeoylshikimate esterase" "LOC106415865"
"106416198" NA NA NA NA "BnaC08g35290D" "PLAT domain-containing protein 2-like" "LOC106416198"
"106416431" NA NA NA NA "BnaC09g46270D" "histone H3.2" "LOC106416431"
"106416431" NA NA NA NA "BnaA10g21880D" "histone H3.2" "LOC106416431"
"106416600" NA NA NA NA "BnaCnng23020D" "leucine-rich repeat protein FLOR 1" "LOC106416600"
"106416620" NA NA NA NA "BnaC09g54310D" "uncharacterized LOC106416620" "LOC106416620"
"106416678" NA NA NA NA "BnaC09g18930D" "uncharacterized BNAC09G18930D" "BNAC09G18930D"
"106416694" NA NA NA NA "BnaCnng73240D" "probable 2-oxoglutarate-dependent dioxygenase AOP1" "LOC106416694"
"106416995" NA NA NA NA "BnaA03g49530D" "F-box/kelch-repeat protein At5g39560" "LOC106416995"
"106417596" NA NA NA NA "BnaC09g17800D" "mitochondrial import receptor subunit TOM9-2" "LOC106417596"
"106417704" "GO:0010497" "BP" "germin-like protein subfamily 2 member 1" "plasmodesmata-mediated intercellular transport" "BnaC08g42670D" "germin-like protein subfamily 2 member 1" "LOC106417704"
"106417704" "GO:2000280" "BP" "germin-like protein subfamily 2 member 1" "regulation of root development" "BnaC08g42670D" "germin-like protein subfamily 2 member 1" "LOC106417704"
"106417844" NA NA NA NA "BnaC09g23780D" "uncharacterized BNAC09G23780D" "BNAC09G23780D"
"106417991" NA NA NA NA "BnaC09g20280D" "cysteine proteinase inhibitor 5" "LOC106417991"
"106418133" "GO:0006865" "BP" "cationic amino acid transporter 4, vacuolar" "amino acid transport" "BnaA05g32770D" "cationic amino acid transporter 4, vacuolar" "LOC106418133"
"106418175" NA NA NA NA "BnaC09g20380D" "SEC14 cytosolic factor" "LOC106418175"
"106418291" NA NA NA NA "BnaC06g31500D" "uncharacterized BNAC06G31500D" "BNAC06G31500D"
"106418369" "GO:0006468" "BP" "probable plastid-lipid-associated protein 14, chloroplastic" "protein phosphorylation" "BnaC09g29780D" "probable plastid-lipid-associated protein 14, chloroplastic" "LOC106418369"
"106418386" "GO:0042183" "BP" "formate dehydrogenase, chloroplastic/mitochondrial" "formate catabolic process" "BnaC09g42760D" "formate dehydrogenase, chloroplastic/mitochondrial" "LOC106418386"
"106418519" "GO:0009082" "BP" "branched-chain-amino-acid aminotransferase 3, chloroplastic" "branched-chain amino acid biosynthetic process" "BnaC08g48510D" "branched-chain-amino-acid aminotransferase 3, chloroplastic" "LOC106418519"
"106418519" "GO:0008652" "BP" "branched-chain-amino-acid aminotransferase 3, chloroplastic" "cellular amino acid biosynthetic process" "BnaC08g48510D" "branched-chain-amino-acid aminotransferase 3, chloroplastic" "LOC106418519"
"106418671" NA NA NA NA "BnaC02g24890D" "uncharacterized BNAC02G24890D" "BNAC02G24890D"
"106418732" "GO:0036065" "BP" "putative fucosyltransferase-like protein" "fucosylation" "BnaC08g02710D" "putative fucosyltransferase-like protein" "LOC106418732"
"106418732" "GO:0006486" "BP" "putative fucosyltransferase-like protein" "protein glycosylation" "BnaC08g02710D" "putative fucosyltransferase-like protein" "LOC106418732"
"106418880" "GO:0019438" "BP" "caffeic acid 3-O-methyltransferase" "aromatic compound biosynthetic process" "BnaA08g29990D" "caffeic acid 3-O-methyltransferase" "LOC106418880"
"106418880" "GO:0032259" "BP" "caffeic acid 3-O-methyltransferase" "methylation" "BnaA08g29990D" "caffeic acid 3-O-methyltransferase" "LOC106418880"
"106419262" "GO:0019915" "BP" "oleosin-B2-like" "lipid storage" "BnaA10g30190D" "oleosin-B2-like" "LOC106419262"
"106419262" "GO:0022414" "BP" "oleosin-B2-like" "reproductive process" "BnaA10g30190D" "oleosin-B2-like" "LOC106419262"
"106419262" "GO:0019953" "BP" "oleosin-B2-like" "sexual reproduction" "BnaA10g30190D" "oleosin-B2-like" "LOC106419262"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaA10g22340D" "actin-7-like" "LOC106419366"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaC09g46850D" "actin-7-like" "actin"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaA10g22340D" "actin-7-like" "actin"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaC09g46850D" "actin-7-like" "LOC106419366"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaA10g22340D" "actin-7-like" "LOC106419366"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaC09g46850D" "actin-7-like" "actin"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaA10g22340D" "actin-7-like" "actin"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaC09g46850D" "actin-7-like" "LOC106419366"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaA10g22340D" "actin-7-like" "LOC106419366"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaC09g46850D" "actin-7-like" "actin"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaA10g22340D" "actin-7-like" "actin"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaC09g46850D" "actin-7-like" "LOC106419366"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaA10g22340D" "actin-7-like" "LOC106419366"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaC09g46850D" "actin-7-like" "actin"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaA10g22340D" "actin-7-like" "actin"
"106419366" "GO:0051301" "BP" "actin-7-like" "cell division" "BnaC09g46850D" "actin-7-like" "LOC106419366"
"106419576" NA NA NA NA "BnaC08g02980D" "dehydration-responsive protein RD22-like" "BNM2C"
"106419576" NA NA NA NA "BnaC08g02980D" "dehydration-responsive protein RD22-like" "LOC106419576"
"106419682" "GO:0045944" "BP" "floral homeotic protein AGAMOUS-like" "positive regulation of transcription by RNA polymerase II" "BnaC03g62970D" "floral homeotic protein AGAMOUS-like" "LOC106419682"
"106419682" "GO:0045944" "BP" "floral homeotic protein AGAMOUS-like" "positive regulation of transcription by RNA polymerase II" "BnaC03g62970D" "floral homeotic protein AGAMOUS-like" "AG4"
"106419682" "GO:0006357" "BP" "floral homeotic protein AGAMOUS-like" "regulation of transcription by RNA polymerase II" "BnaC03g62970D" "floral homeotic protein AGAMOUS-like" "LOC106419682"
"106419682" "GO:0006357" "BP" "floral homeotic protein AGAMOUS-like" "regulation of transcription by RNA polymerase II" "BnaC03g62970D" "floral homeotic protein AGAMOUS-like" "AG4"
"106419682" "GO:0045944" "BP" "floral homeotic protein AGAMOUS-like" "positive regulation of transcription by RNA polymerase II" "BnaC03g62970D" "floral homeotic protein AGAMOUS-like" "LOC106419682"
"106419682" "GO:0045944" "BP" "floral homeotic protein AGAMOUS-like" "positive regulation of transcription by RNA polymerase II" "BnaC03g62970D" "floral homeotic protein AGAMOUS-like" "AG4"
"106419682" "GO:0006357" "BP" "floral homeotic protein AGAMOUS-like" "regulation of transcription by RNA polymerase II" "BnaC03g62970D" "floral homeotic protein AGAMOUS-like" "LOC106419682"
"106419682" "GO:0006357" "BP" "floral homeotic protein AGAMOUS-like" "regulation of transcription by RNA polymerase II" "BnaC03g62970D" "floral homeotic protein AGAMOUS-like" "AG4"
"106419896" NA NA NA NA "BnaAnng17520D" "uncharacterized BNAANNG17520D" "BNAANNG17520D"
"106419979" "GO:0006412" "BP" "40S ribosomal protein S15a-1" "translation" "BnaA06g18230D" "40S ribosomal protein S15a-1" "LOC106419979"
"106419980" NA NA NA NA "BnaA04g16620D" "histone H4" "LOC106419980"
"106419980" NA NA NA NA "BnaC03g11650D" "histone H4" "LOC106419980"
"106419980" NA NA NA NA "BnaA04g21530D" "histone H4" "LOC106419980"
"106419980" NA NA NA NA "BnaA03g09320D" "histone H4" "LOC106419980"
"106419980" NA NA NA NA "BnaA06g04320D" "histone H4" "LOC106419980"
"106420179" NA NA NA NA "BnaC03g72030D" "uncharacterized LOC106420179" "LOC106420179"
"106420436" NA NA NA NA "BnaA10g29670D" "uncharacterized BNAA10G29670D" "BNAA10G29670D"
"106420453" NA NA NA NA "BnaCnng76360D" "uncharacterized LOC106420453" "LOC106420453"
"106420664" NA NA NA NA "BnaC04g33810D" "uncharacterized BNAC04G33810D" "BNAA04G11890D"
"106420664" NA NA NA NA "BnaC04g33810D" "uncharacterized BNAC04G33810D" "BNAC04G33810D"
"106420730" NA NA NA NA "BnaA04g12650D" "PLAT domain-containing protein 2" "BNAA04G12650D"
"106420801" NA NA NA NA "BnaA04g14920D" "probable sugar phosphate/phosphate translocator At2g25520" "LOC106420801"
"106421303" NA NA NA NA "BnaA03g08250D" "calmodulin" "LOC106421303"
"106421356" "GO:0009067" "BP" "bifunctional aspartokinase/homoserine dehydrogenase 1" "aspartate family amino acid biosynthetic process" "BnaC09g36820D" "bifunctional aspartokinase/homoserine dehydrogenase 1" "LOC106421356"
"106421356" "GO:0009090" "BP" "bifunctional aspartokinase/homoserine dehydrogenase 1" "homoserine biosynthetic process" "BnaC09g36820D" "bifunctional aspartokinase/homoserine dehydrogenase 1" "LOC106421356"
"106421356" "GO:0009097" "BP" "bifunctional aspartokinase/homoserine dehydrogenase 1" "isoleucine biosynthetic process" "BnaC09g36820D" "bifunctional aspartokinase/homoserine dehydrogenase 1" "LOC106421356"
"106421356" "GO:0009086" "BP" "bifunctional aspartokinase/homoserine dehydrogenase 1" "methionine biosynthetic process" "BnaC09g36820D" "bifunctional aspartokinase/homoserine dehydrogenase 1" "LOC106421356"
"106421356" "GO:0009088" "BP" "bifunctional aspartokinase/homoserine dehydrogenase 1" "threonine biosynthetic process" "BnaC09g36820D" "bifunctional aspartokinase/homoserine dehydrogenase 1" "LOC106421356"
"106421412" NA NA NA NA "BnaC09g28630D" "putative pentatricopeptide repeat-containing protein At5g52630" "LOC106421412"
"106421722" NA NA NA NA "BnaA02g26350D" "F-box protein PP2-B10" "LOC106421722"
"106421771" "GO:0045490" "BP" "probable pectate lyase 6" "pectin catabolic process" "BnaA02g26540D" "probable pectate lyase 6" "LOC106421771"
"106421899" "GO:0042351" "BP" "GDP-mannose 4,6 dehydratase 2" "'de novo' GDP-L-fucose biosynthetic process" "BnaA01g19590D" "GDP-mannose 4,6 dehydratase 2" "LOC106421899"
"106421899" "GO:0019673" "BP" "GDP-mannose 4,6 dehydratase 2" "GDP-mannose metabolic process" "BnaA01g19590D" "GDP-mannose 4,6 dehydratase 2" "LOC106421899"
"106421938" NA NA NA NA "BnaA10g21880D" "histone H3.2" "LOC106421938"
"106421938" NA NA NA NA "BnaC09g46270D" "histone H3.2" "LOC106421938"
"106421983" NA NA NA NA "BnaA05g35550D" "berberine bridge enzyme-like 10" "LOC106421983"
"106422042" NA NA NA NA "BnaA02g18450D" "1-aminocyclopropane-1-carboxylate oxidase 5" "LOC106422042"
"106422057" NA NA NA NA "BnaA09g54350D" "uncharacterized BNAA09G54350D" "BNAA09G54350D"
"106422140" "GO:0006952" "BP" "MLO-like protein 6" "defense response" "BnaA03g60240D" "MLO-like protein 6" "LOC106422140"
"106422140" "GO:0009607" "BP" "MLO-like protein 6" "response to biotic stimulus" "BnaA03g60240D" "MLO-like protein 6" "LOC106422140"
"106422256" "GO:0071555" "BP" "pectin acetylesterase 7" "cell wall organization" "BnaC03g63170D" "pectin acetylesterase 7" "LOC106422256"
"106422387" "GO:0006355" "BP" "probable transcription factor At1g44810" "regulation of DNA-templated transcription" "BnaA03g60220D" "probable transcription factor At1g44810" "LOC106422387"
